"longitude","latitude","sst_celsius"
-8.4,47.5,12.9
-8.4,47.5,13
-8.4,47.5,12.9
-8.4,47.5,13
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,12.9
-8.4,47.5,13
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.5,47.5,13
-8.4,47.5,12.9
-8.4,47.5,13
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.5,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,13
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.5,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.8
-8.5,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.8
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.5,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,45.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,13
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,13
-8.4,47.5,12.9
-8.4,47.5,13
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.8
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.9
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.9
-8.4,47.5,12.8
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.8
-8.5,47.5,12.8
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.9
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.5,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.5,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.8
-8.4,47.5,12.8
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.7
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.6
-8.4,47.5,12.5
-8.4,47.5,12.5
-2.8,44.3,14.7
-2.8,44.3,14.7
-2.8,44.3,14.8
-2.8,44.3,14.8
-2.8,44.3,14.7
-2.8,44.3,14.7
-2.8,44.3,14.7
-2.8,44.3,14.7
-2.8,44.3,14.7
-2.8,44.3,14.8
-2.8,44.3,14.7
-2.8,44.3,14.8
-2.8,44.3,14.8
-2.8,44.3,14.8
-2.8,44.3,14.7
-2.8,44.3,14.7
-2.8,44.3,14.7
-2.8,44.3,14.7
-2.8,44.3,14.7
-2.7,44.3,14.7
-2.8,44.3,14.7
-2.7,44.3,14.6
-2.7,44.3,14.6
-2.7,44.3,14.7
-2.7,44.3,14.6
-2.7,44.3,14.7
-2.7,44.3,14.6
-2.7,44.3,14.6
-2.7,44.3,14.6
-2.7,44.3,14.6
-2.7,44.3,14.6
-2.7,44.4,14.6
-2.7,44.4,14.6
-2.7,44.4,14.6
-2.7,44.4,14.6
-2.7,44.4,14.6
-2.6,44.4,14.6
-2.6,44.4,14.6
-2.8,44.4,14.6
-2.8,44.4,14.6
-2.8,44.4,14.6
-2.8,44.4,14.6
-2.8,44.4,14.5
-2.8,44.4,14.5
-2.8,44.4,14.6
-2.8,44.4,14.6
-2.8,44.4,14.6
-2.8,44.4,14.6
-2.8,44.4,14.6
-2.8,44.4,14.6
-2.8,44.4,14.6
-2.8,44.4,14.6
-2.9,44.4,14.6
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.4
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.5
-2.9,44.4,14.4
-2.9,44.4,14.4
-3,44.4,14.4
-3,44.4,14.4
-3,44.4,14.4
-3,44.4,14.4
-3,44.4,14.4
-3,44.4,14.4
-3,44.4,14.5
-3,44.5,14.5
-3,44.5,14.5
-3,44.5,14.5
-3,44.5,14.5
-3,44.5,14.5
-3,44.5,14.5
-3,44.4,14.5
-3,44.4,14.5
-3,44.4,14.5
-3.1,44.4,14.5
-3.1,44.4,14.5
-3.1,44.4,14.5
-3.1,44.4,14.5
-3.1,44.4,14.5
-3.1,44.4,14.5
-3.1,44.4,14.6
-3.1,44.4,14.5
-3.1,44.4,14.5
-3.1,44.4,14.5
-3.1,44.4,14.5
-3.1,44.4,14.5
-3.1,44.4,14.5
-3.1,44.4,14.5
-3.2,44.4,14.5
-3.2,44.4,14.5
-3.2,44.4,14.5
-3.2,44.4,14.5
-3.2,44.5,14.6
-3.2,44.5,14.5
-3.2,44.5,14.5
-3.2,44.5,14.5
-3.2,44.5,14.5
-3.2,44.5,14.4
-3.2,44.5,14.4
-3.2,44.5,14.3
-3.2,44.5,14.3
-3.2,44.5,14.3
-3.2,44.5,14.3
-3.2,44.5,14.3
-3.2,44.5,14.2
-3.2,44.5,14.2
-3.2,44.5,14.2
-3.2,44.5,14.2
-3.2,44.5,14.2
-3.2,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.2
-3.3,44.5,14.3
-3.3,44.5,14.4
-3.3,44.5,14.4
-3.3,44.5,14.4
-3.3,44.5,14.4
-3.3,44.5,14.4
-3.3,44.5,14.4
-3.3,44.5,14.4
-3.3,44.5,14.4
-3.3,44.5,14.3
-3.3,44.5,14.2
-3.3,44.5,14.3
-3.3,44.5,14.3
-3.3,44.5,14.2
-3.3,44.6,14.3
-3.3,44.6,14.4
-3.3,44.6,14.3
-3.3,44.6,14.2
-3.3,44.6,14.2
-3.3,44.6,14.2
-3.3,44.6,14.4
-3.3,44.6,14.4
-3.3,44.6,14.4
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.4
-3.3,44.6,14.4
-3.3,44.6,14.4
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.4
-3.3,44.6,14.4
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.2
-3.4,44.6,14.2
-3.4,44.6,14.3
-3.4,44.6,14.3
-3.4,44.6,14.3
-3.3,44.6,14.4
-3.3,44.6,14.4
-3.4,44.6,14.4
-3.4,44.6,14.4
-3.3,44.6,14.4
-3.3,44.6,14.4
-3.3,44.6,14.4
-3.4,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.3,44.6,14.3
-3.2,44.6,14.3
-3.3,44.6,14.3
-3.2,44.6,14.3
-3.2,44.6,14.2
-3.2,44.6,14.2
-3.1,44.7,14.2
-3.2,44.6,14.2
-3.1,44.7,14.2
-3.1,44.7,14.2
-3.1,44.7,14.2
-3.1,44.7,14.3
-3.1,44.7,14.3
-3.1,44.7,14.3
-3.1,44.7,14.2
-3.1,44.7,14.2
-3,44.7,14.2
-3,44.7,14.3
-3,44.7,14.3
-3,44.7,14.3
-3,44.7,14.2
-3,44.6,14.2
-3,44.6,14.2
-2.9,44.6,14.2
-2.9,44.6,14.2
-2.9,44.6,14.2
-2.9,44.6,14.1
-2.9,44.6,14.1
-2.9,44.6,14.1
-2.9,44.6,14.1
-2.9,44.6,14.2
-2.9,44.6,14.2
-2.9,44.6,14.2
-2.9,44.6,14.2
-2.9,44.6,14.3
-2.8,44.6,14.3
-2.9,44.6,14.3
-2.9,44.6,14.2
-2.9,44.6,14.2
-2.9,44.6,14.2
-2.9,44.6,14.2
-2.9,44.6,14.2
-2.9,44.6,14.2
-2.9,44.6,14.2
-2.9,44.6,14.1
-2.9,44.6,14.1
-2.9,44.6,14.1
-2.9,44.6,14.1
-2.9,44.6,14.1
-2.9,44.6,14.1
-2.9,44.6,14.1
-2.9,44.6,14.1
-2.9,44.6,14.1
-2.8,44.6,14.1
-2.9,44.6,14.2
-2.8,44.6,14.2
-2.8,44.6,14.2
-2.9,44.7,14.2
-2.9,44.7,14.2
-2.8,44.7,14.2
-2.8,44.7,14.2
-2.8,44.7,14.2
-2.8,44.7,14.2
-2.8,44.7,14.2
-2.8,44.7,14.2
-2.8,44.7,14.2
-2.8,44.7,14.2
-2.8,44.7,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.1
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.2
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14.1
-2.7,44.6,14
-2.7,44.6,14
-2.7,44.6,14
-2.7,44.6,14
-2.7,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.8,44.6,14
-2.9,44.6,14
-2.9,44.6,14
-2.9,44.6,14
-2.9,44.6,14
-2.9,44.6,14
-2.9,44.6,14
-3,44.6,14
-3,44.6,14
-3,44.6,14
-3,44.7,14
-3,44.6,14
-3,44.7,13.9
-3,44.7,14
-3,44.7,14
-3,44.7,14
-3,44.7,14
-3,44.7,14
-3.1,44.7,13.9
-3.1,44.7,13.9
-3.1,44.7,13.9
-3.1,44.7,13.9
-3.1,44.7,13.9
-3.1,44.7,13.9
-3.1,44.7,14
-3.1,44.7,14
-3.1,44.8,14
-3.1,44.8,14
-3.1,44.8,13.9
-3.1,44.8,13.9
-3.1,44.8,13.9
-3.1,44.8,13.9
-3.1,44.8,13.9
-3.1,44.8,13.9
-3.1,44.8,13.9
-3.2,44.8,13.9
-3.1,44.8,13.9
-3.2,44.8,13.9
-3.2,44.8,13.7
-3.2,44.9,13.6
-3.2,44.9,13.6
-3.2,44.9,13.6
-3.2,44.9,13.6
-3.2,44.9,13.7
-3.2,44.9,13.8
-3.2,44.9,13.8
-3.2,44.9,13.8
-3.2,44.9,13.8
-3.2,44.9,13.8
-3.2,44.9,13.8
-3.2,44.9,13.8
-3.2,44.9,13.8
-3.2,44.9,13.8
-3.2,45,13.8
-3.2,45,13.8
-3.2,45,13.8
-3.2,45,13.8
-3.2,45,13.8
-3.2,45,13.8
-3.2,45,13.9
-3.2,45,13.9
-3.2,45,13.9
-3.2,45,13.9
-3.2,45,13.9
-3.2,45,13.9
-3.2,45,13.9
-3.2,45,13.9
-3.2,45,13.9
-3.2,45,13.8
-3.2,45,13.8
-3.1,45,13.8
-3.1,45,13.8
-3.1,44.9,13.8
-3.1,44.9,13.8
-3.1,45,13.8
-3.1,45,13.8
-3.1,45,13.8
-3.1,45,13.8
-3.1,45,13.8
-3.1,45,13.7
-3.1,45,13.7
-3.1,45,13.7
-3.1,45,13.7
-3.1,45,13.6
-3.1,45,13.6
-3.1,45,13.6
-3.1,45,13.6
-3.1,45,13.6
-3,45,13.6
-3,45,13.6
-3,45,13.5
-3,45,13.5
-3.1,45,13.5
-3,45,13.5
-3,45,13.5
-3.1,45,13.5
-3.1,45,13.5
-3.1,45,13.5
-3,45,13.6
-3,45,13.6
-3,45.1,13.6
-3,45.1,13.6
-3,45.1,13.6
-3,45.1,13.6
-3,45.1,13.7
-3,45.1,13.7
-3,45.1,13.7
-3,45.1,13.7
-2.9,45.1,13.8
-3,45.1,13.8
-2.9,45.1,13.7
-2.9,45.1,13.7
-2.9,45.1,13.7
-2.9,45,13.6
-2.9,45,13.6
-2.9,45,13.6
-2.9,45,13.6
-3,45,13.5
-2.9,45,13.5
-2.9,45,13.5
-2.9,45,13.5
-2.9,45,13.6
-2.9,45,13.6
-2.9,45,13.6
-2.9,45,13.6
-2.9,45,13.6
-2.9,45,13.6
-2.9,45,13.6
-2.9,44.9,13.6
-2.9,44.9,13.6
-2.9,44.9,13.6
-2.9,44.9,13.6
-2.9,44.9,13.6
-2.9,44.9,13.6
-2.9,44.9,13.6
-2.9,44.9,13.6
-2.9,44.8,13.6
-2.9,44.8,13.6
-2.9,44.8,13.6
-2.9,44.8,13.6
-2.9,44.8,13.6
-2.9,44.8,13.6
-2.9,44.8,13.5
-2.9,44.8,13.5
-2.9,44.8,13.5
-2.9,44.8,13.3
-2.9,44.8,13.3
-2.9,44.8,13.3
-2.9,44.8,13.3
-2.9,44.8,13.2
-2.9,44.7,13.2
-2.9,44.7,13.2
-2.9,44.7,13.3
-2.9,44.7,13.3
-2.9,44.7,13.3
-2.9,44.7,13.3
-2.9,44.7,13.3
-2.9,44.7,13.4
-2.9,44.7,13.4
-2.9,44.7,13.5
-2.9,44.7,13.5
-2.9,44.7,13.5
-2.9,44.7,13.5
-2.9,44.7,13.5
-2.9,44.7,13.5
-2.9,44.7,13.5
-2.9,44.7,13.5
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.8,44.7,13.6
-2.8,44.7,13.6
-2.8,44.7,13.6
-2.8,44.7,13.6
-2.8,44.7,13.6
-2.8,44.7,13.6
-2.8,44.7,13.6
-2.8,44.7,13.6
-2.8,44.7,13.6
-2.8,44.7,13.6
-2.8,44.6,13.6
-2.8,44.6,13.6
-2.8,44.6,13.6
-2.8,44.6,13.6
-2.8,44.6,13.6
-2.8,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.6,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-3,44.7,13.6
-3,44.7,13.6
-3,44.7,13.6
-3,44.7,13.6
-3,44.7,13.5
-3,44.7,13.5
-3,44.7,13.5
-3,44.7,13.5
-3,44.7,13.5
-3,44.7,13.5
-3,44.7,13.5
-3,44.7,13.5
-3,44.7,13.5
-3,44.7,13.5
-2.9,44.7,13.5
-2.9,44.7,13.5
-2.9,44.7,13.5
-2.9,44.7,13.5
-2.9,44.7,13.5
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.7,13.6
-2.9,44.8,13.6
-2.9,44.8,13.5
-2.8,44.8,13.5
-2.9,44.8,13.5
-2.9,44.8,13.5
-2.9,44.8,13.6
-2.9,44.8,13.5
-2.8,44.8,13.5
-2.8,44.8,13.5
-2.8,44.8,13.5
-2.8,44.8,13.5
-2.8,44.8,13.5
-2.8,44.8,13.5
-2.8,44.8,13.5
-2.8,44.8,13.5
-2.8,44.8,13.5
-2.8,44.8,13.5
-2.8,44.8,13.4
-2.7,44.8,13.4
-2.7,44.9,13.4
-2.7,44.9,13.4
-2.7,44.9,13.4
-2.7,44.9,13.4
-2.7,44.9,13.4
-2.7,44.9,13.4
-2.7,44.9,13.4
-2.7,44.9,13.4
-2.7,44.9,13.4
-2.7,44.9,13.4
-2.7,44.9,13.4
-2.6,44.9,13.4
-2.6,44.9,13.4
-2.6,44.9,13.4
-2.6,44.9,13.3
-2.6,44.9,13.3
-2.6,44.8,13.3
-2.6,44.8,13.3
-2.6,44.8,13.3
-2.6,44.8,13.4
-2.6,44.8,13.4
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,12.9
-7.7,47.8,13
-7.7,47.8,12.9
-7.7,47.8,12.9
-7.7,47.8,12.9
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,12.9
-7.7,47.8,12.9
-7.7,47.8,13.2
-7.7,47.8,13.2
-7.7,47.8,13.2
-7.7,47.8,13.1
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13
-7.7,47.8,13.2
-7.7,47.8,13.2
-7.7,47.8,13.2
-7.7,47.8,13.1
-7.7,47.8,13.1
-7.7,47.8,13.1
-7.7,47.8,13.2
-7.7,47.8,13.2
-7.7,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.1
-7.8,47.8,13.2
-7.8,47.8,13.2
-7.9,47.8,13
-7.9,47.8,13.1
-7.9,47.8,13
-7.9,47.8,13.1
-7.9,47.8,13.2
-7.9,47.8,13.2
-7.9,47.8,13.2
-7.9,47.8,13.2
-7.9,47.8,13.2
-7.9,47.8,13.2
-7.9,47.8,13.2
-7.9,47.8,13.2
-8,47.8,13.2
-7.9,47.8,13.2
-7.9,47.8,13.2
-8,47.8,13.2
-8,47.8,13.1
-8,47.8,13.1
-8,47.8,13.1
-8,47.8,13.1
-8,47.8,13.1
-8,47.8,13.1
-8.1,47.8,13.1
-8,47.8,13.1
-8,47.8,13
-8.1,47.8,13
-8,47.8,13
-8,47.8,13
-8,47.8,13
-8,47.8,13
-8,47.8,13
-8,47.8,13
-8,47.8,13
-8,47.8,13
-8,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,13
-8.1,47.8,12.9
-8.1,47.8,12.9
-8.1,47.8,12.9
